,key_fangraphs,2024,SimplePosition,S2
814,11445,$2.00 ,Batter,FALSE
815,8241,FA,Reliever,FALSE
816,6153,$0.50 ,Batter,FALSE
817,13338,$7.00 ,Batter,FALSE
818,1247,$6.08 ,Reliever,FALSE
819,15362,$10.25 ,Batter,FALSE
820,2967,FA,Batter,FALSE
821,10061,$1.25 ,Reliever,FALSE
822,1157,FA,Reliever,FALSE
823,16451,A3,Batter,TRUE
824,16933,A3,Reliever,FALSE
825,13755,$2.10 ,Batter,FALSE
826,14130,A3,Batter,TRUE
827,15124,A2,Batter,FALSE
828,17755,A3,Reliever,FALSE
829,17878,A2,Reliever,FALSE
830,17264,A2,Reliever,FALSE
831,16128,A2,Reliever,FALSE
832,20302,A1,Starter,FALSE
833,22358,,Reliever,FALSE
834,19545,,Reliever,FALSE
835,21319,,Reliever,FALSE
836,23698,,Batter,FALSE
837,26121,,Batter,FALSE
838,26123,,Batter,FALSE
839,16631,A2,Reliever,FALSE
840,23313,,Reliever,FALSE
841,19320,A3,Starter,FALSE
842,21318,,Reliever,FALSE
843,18889,A2,Batter,TRUE
844,22184,,Batter,FALSE
845,2520,$1.00 ,Starter,FALSE
846,11368,FA,Batter,FALSE
847,17232,$24.80 ,Batter,FALSE
848,3548,$15.00 ,Reliever,FALSE
849,15172,$1.00 ,Batter,FALSE
850,15474,FA,Starter,FALSE
851,17484,$13.83 ,Batter,FALSE
852,20043,$12.50 ,Batter,FALSE
853,1006804,,Reliever,FALSE
854,17901,$17.10 ,Batter,FALSE
855,12808,$4.00 ,Starter,FALSE
856,15514,$8.00 ,Reliever,FALSE
857,18525,A2,Starter,FALSE
858,16258,$5.50 ,Reliever,FALSE
859,16400,FA,Reliever,FALSE
860,5003,$1.00 ,Reliever,FALSE
861,8709,FA,Batter,FALSE
862,17282,A2,Starter,FALSE
863,11902,,Batter,FALSE
864,14552,A2,Reliever,FALSE
865,26197,A1,Batter,FALSE
866,19541,A1,Reliever,TRUE
867,19901,,Batter,FALSE
868,19647,A1,Reliever,FALSE
869,27463,A1,Reliever,FALSE
870,18887,,Batter,FALSE
871,21562,,Batter,FALSE
872,30162,,Batter,FALSE
873,21894,,Reliever,FALSE
874,22343,,Reliever,FALSE
875,16990,,Reliever,FALSE
876,22275,,Batter,FALSE
877,24750,,Reliever,FALSE
878,21448,,Reliever,FALSE
879,21327,,Reliever,FALSE
880,10642,,Batter,FALSE
881,10234,,Batter,FALSE
882,24388,,Batter,FALSE
883,22896,,Batter,FALSE
884,24584,,Reliever,FALSE
885,11579,$27.54 ,Batter,FALSE
886,16252,$27.27 ,Batter,FALSE
887,10310,$23.50 ,Starter,FALSE
888,11739,$23.88 ,Batter,FALSE
889,11737,$20.00 ,Batter,FALSE
890,16478,$20.00 ,Batter,FALSE
891,11836,$18.00 ,Starter,FALSE
892,16149,FA,Starter,FALSE
893,16472,FA,Batter,FALSE
894,6655,FA,Reliever,FALSE
895,13799,$7.50 ,Starter,FALSE
896,19677,A2,Reliever,FALSE
897,17780,$9.02 ,Reliever,FALSE
898,17277,A2,Starter,TRUE
899,19249,$4.25 ,Reliever,FALSE
900,8202,FA,Batter,FALSE
901,14477,A3,Batter,TRUE
902,17022,A2,Batter,TRUE
903,10657,,Reliever,FALSE
904,21618,A1,Batter,FALSE
905,20153,A1,Reliever,FALSE
906,18067,A1,Batter,FALSE
907,21205,A1,Reliever,FALSE
908,20202,,Batter,FALSE
909,26294,,Batter,FALSE
910,20070,,Starter,FALSE
911,14416,,Reliever,FALSE
912,20778,,Reliever,FALSE
913,19717,,Batter,FALSE
914,21646,,Batter,FALSE
915,19482,,Reliever,FALSE
916,21293,,Batter,FALSE
917,-1,,Reliever,FALSE
918,20572,,Batter,FALSE
919,21527,,Reliever,FALSE
920,19553,,Batter,FALSE
921,1009859,,Batter,FALSE
922,16942,,Reliever,FALSE
923,19948,,Batter,FALSE
924,23191,,Reliever,FALSE
925,24336,,Batter,FALSE
926,20323,,Reliever,FALSE
927,9777,$35.00 ,Batter,FALSE
928,9218,$25.33 ,Batter,FALSE
929,9803,$17.67 ,Starter,FALSE
930,2233,FA,Starter,FALSE
931,13361,$12.50 ,Starter,FALSE
932,11609,$18.00 ,Batter,FALSE
933,16511,FA,Starter,FALSE
934,18015,$2.00 ,Batter,FALSE
935,17479,FA,Starter,FALSE
936,15711,A3,Batter,FALSE
937,14986,$5.75 ,Reliever,FALSE
938,19470,A2,Batter,FALSE
939,13424,FA,Reliever,FALSE
940,13761,FA,Reliever,FALSE
941,18138,A2,Reliever,FALSE
942,19618,FA,Starter,FALSE
943,19514,A2,Batter,FALSE
944,12399,,Batter,FALSE
945,20126,A1,Batter,FALSE
946,18674,A1,Starter,FALSE
947,21454,,Batter,FALSE
948,23292,,Reliever,FALSE
949,24679,,Batter,FALSE
950,26108,,Reliever,FALSE
951,22263,,Batter,FALSE
952,25918,,Reliever,FALSE
953,27615,,Batter,FALSE
954,8801,,Reliever,FALSE
955,27475,,Batter,FALSE
956,17490,A2,Reliever,FALSE
957,21746,,Batter,FALSE
958,1004823,,Batter,FALSE
959,20599,,Batter,FALSE
960,19206,A3,Starter,FALSE
961,22294,,Reliever,FALSE
962,19574,A1,Reliever,FALSE
963,16939,,Reliever,FALSE
964,20227,,Reliever,FALSE
965,18400,,Batter,FALSE
966,19588,,Reliever,FALSE
967,10603,$21.67 ,Starter,FALSE
968,12564,$22.50 ,Batter,FALSE
969,17350,$29.50 ,Batter,FALSE
970,3096,$16.00 ,Reliever,FALSE
971,31837,$18.60 ,Batter,FALSE
972,1005703,,Batter,FALSE
973,2429,opt,Starter,FALSE
974,5235,$13.40 ,Batter,FALSE
975,11847,$9.50 ,Reliever,FALSE
976,10950,FA,Batter,FALSE
977,17027,A3,Batter,FALSE
978,15454,A3,Starter,FALSE
979,11828,,Starter,FALSE
980,7803,$0.25 ,Reliever,FALSE
981,13769,FA,Batter,FALSE
982,16434,A3,Batter,FALSE
983,5615,FA,Reliever,FALSE
984,14350,FA,Batter,FALSE
985,11487,$0.50 ,Reliever,FALSE
986,20191,$3.50 ,Starter,FALSE
987,15674,A2,Batter,FALSE
988,13770,A3,Batter,FALSE
989,14773,A2,Batter,FALSE
990,20020,A1,Reliever,FALSE
991,19879,,Reliever,FALSE
992,20531,,Starter,FALSE
993,23920,,Starter,FALSE
994,20010,,Reliever,FALSE
995,22514,,Batter,FALSE
996,20349,,Reliever,FALSE
997,20061,,Reliever,FALSE
998,22387,,Reliever,FALSE
999,19896,,Batter,FALSE
1000,23772,,Batter,FALSE
1001,19966,A1,Batter,FALSE
1002,24617,,Batter,FALSE
1003,27531,,Batter,FALSE
1004,4230,,Reliever,FALSE
1005,26214,,Reliever,FALSE
1006,24262,,Batter,FALSE
1007,21716,,Batter,FALSE
1008,26056,,Reliever,FALSE
1009,13431,$21.00 ,Starter,FALSE
1010,30116,$21.00 ,Batter,FALSE
1011,12049,$1.50 ,Starter,FALSE
1012,18314,$26.00 ,Batter,FALSE
1013,11674,$18.00 ,Starter,FALSE
1014,3516,,Batter,FALSE
1015,15998,$5.00 ,Batter,FALSE
1016,17919,FA,Batter,FALSE
1017,11760,$8.50 ,Starter,FALSE
1018,15149,$7.00 ,Batter,FALSE
1019,9627,$1.00 ,Batter,FALSE
1020,13218,FA,Reliever,FALSE
1021,10200,$3.25 ,Batter,FALSE
1022,21479,$11.50 ,Batter,FALSE
1023,10133,$0.80 ,Reliever,FALSE
1024,20521,A2,Batter,TRUE
1025,15905,A2,Batter,FALSE
1026,18316,A2,Batter,FALSE
1027,1007501,A1,Reliever,FALSE
1028,23293,A2,Reliever,FALSE
1029,13602,A1,Batter,FALSE
1030,17859,A1,Starter,FALSE
1031,17312,A1,Starter,TRUE
1032,19795,A1,Reliever,TRUE
1033,16703,A1,Reliever,FALSE
1034,19454,,Reliever,FALSE
1035,23460,,Reliever,FALSE
1036,21741,,Reliever,FALSE
1037,27581,,Starter,FALSE
1038,24930,,Reliever,FALSE
1039,20017,,Batter,FALSE
1040,15028,,Batter,FALSE
1041,21693,,Batter,FALSE
1042,-1,,Reliever,FALSE
1043,22842,,Batter,FALSE
1044,18587,,Batter,FALSE
1045,22210,,Reliever,FALSE
1046,1117,,Reliever,FALSE
1047,26213,,Reliever,FALSE
1048,21897,,Batter,FALSE
1049,13339,A1,Reliever,FALSE
1050,23359,,Batter,FALSE
1051,15640,$40.00 ,Batter,FALSE
1052,13125,$36.00 ,Starter,FALSE
1053,4949,$32.00 ,Batter,FALSE
1054,16137,$27.83 ,Starter,FALSE
1055,5038,$6.00 ,Batter,FALSE
1056,3473,$17.00 ,Batter,FALSE
1057,9874,$15.00 ,Batter,FALSE
1058,15890,,Starter,FALSE
1059,5297,$9.79 ,Batter,FALSE
1060,16997,A4,Batter,TRUE
1061,14309,FA,Starter,FALSE
1062,16512,FA,Batter,FALSE
1063,11384,$5.75 ,Reliever,FALSE
1064,18030,FA,Batter,FALSE
1065,15043,A4,Reliever,TRUE
1066,14295,FA,Reliever,FALSE
1067,13649,A3,Reliever,FALSE
1068,17874,A2,Starter,FALSE
1069,17149,A3,Starter,FALSE
1070,16725,A2,Batter,FALSE
1071,19753,A3,Reliever,FALSE
1072,5517,A3,Batter,FALSE
1073,10315,A2,Reliever,FALSE
1074,14567,A3,Batter,FALSE
1075,18384,,Reliever,FALSE
1076,21707,,Batter,FALSE
1077,19899,A1,Starter,TRUE
1078,23488,,Reliever,FALSE
1079,17485,,Reliever,FALSE
1080,20287,,Batter,FALSE
1081,19151,,Batter,FALSE
1082,21052,,Reliever,FALSE
1083,25386,,Reliever,FALSE
1084,15690,A1,Reliever,FALSE
1085,27647,,Batter,FALSE
1086,20276,,Reliever,FALSE
1087,22872,,Reliever,FALSE
1088,19315,,Reliever,FALSE
1089,22823,,Batter,FALSE
1090,23695,,Batter,FALSE
1091,24719,,Reliever,FALSE
1092,20375,,Reliever,FALSE
1093,12859,$12.15 ,Batter,FALSE
1094,10123,FA,Starter,FALSE
1095,15223,FA,Batter,FALSE
1096,14551,A4,Batter,TRUE
1097,17929,A2,Batter,FALSE
1098,19363,A2,Batter,FALSE
1099,10430,$2.00 ,Reliever,FALSE
1100,16269,A3,Starter,FALSE
1101,17273,A2,Batter,FALSE
1102,15047,opt,Reliever,TRUE
1103,17796,A2,Reliever,FALSE
1104,13293,A3,Reliever,FALSE
1105,13854,,Batter,FALSE
1106,18373,A1,Batter,FALSE
1107,19244,A1,Starter,FALSE
1108,18795,A1,Batter,FALSE
1109,26288,,Batter,FALSE
1110,19614,A1,Reliever,FALSE
1111,20000,A1,Starter,FALSE
1112,20666,,Reliever,FALSE
1113,19350,,Starter,FALSE
1114,19362,A1,Reliever,FALSE
1115,19804,,Reliever,FALSE
1116,24586,,Starter,FALSE
1117,19928,A1,Batter,TRUE
1118,26289,,Batter,FALSE
1119,20206,,Reliever,FALSE
1120,26151,,Batter,FALSE
1121,24400,,Batter,FALSE
1122,22461,,Reliever,FALSE
1123,25911,,Reliever,FALSE
1124,1833,,Reliever,FALSE
1125,22207,,Reliever,FALSE
1126,1006479,,Reliever,FALSE
1127,13707,,Reliever,FALSE
1128,25493,,Batter,FALSE
1129,24492,,Reliever,FALSE
1130,24602,,Reliever,FALSE
1131,21093,,Reliever,FALSE
1132,17489,,Reliever,FALSE
1133,20370,,Starter,FALSE
1134,14221,$9.00 ,Batter,FALSE
1135,5760,$12.00 ,Batter,FALSE
1136,12863,$2.25 ,Reliever,FALSE
1137,5933,$8.50 ,Batter,FALSE
1138,18684,$9.30 ,Starter,FALSE
1139,18568,A3,Batter,TRUE
1140,6893,$2.50 ,Starter,FALSE
1141,13853,FA,Batter,FALSE
1142,15279,FA,Batter,FALSE
1143,13394,FA,Reliever,FALSE
1144,13723,A4,Batter,TRUE
1145,17586,A3,Reliever,FALSE
1146,19959,A2,Starter,TRUE
1147,12037,$0.03 ,Batter,TRUE
1148,19198,FA,Batter,FALSE
1149,13767,A2,Reliever,FALSE
1150,22286,A1,Starter,FALSE
1151,20454,A1,Batter,FALSE
1152,13580,A1,Reliever,FALSE
1153,19742,A1,Reliever,TRUE
1154,1476,,Batter,FALSE
1155,19600,,Batter,FALSE
1156,19343,A1,Reliever,FALSE
1157,21844,,Reliever,FALSE
1158,21690,,Starter,FALSE
1159,21538,,Batter,FALSE
1160,19178,,Reliever,FALSE
1161,6107,,Reliever,FALSE
1162,25942,,Reliever,FALSE
1163,27474,,Reliever,FALSE
1164,1003789,,Reliever,FALSE
1165,23296,,Batter,FALSE
1166,25459,,Batter,FALSE
1167,22266,,Batter,FALSE
1168,21871,,Batter,FALSE
1169,23794,,Batter,FALSE
1170,19262,A3,Batter,FALSE
1171,574,,Reliever,FALSE
1172,19680,,Starter,FALSE
1173,1011996,,Reliever,FALSE
1174,21863,,Reliever,FALSE
1175,-1,,Reliever,FALSE
1176,13774,$11.00 ,Starter,FALSE
1177,14712,$10.00 ,Batter,FALSE
1178,16578,$8.00 ,Batter,FALSE
1179,14374,$25.00 ,Starter,FALSE
1180,18882,$8.75 ,Batter,FALSE
1181,19290,A2,Batter,TRUE
1182,17677,$5.25 ,Starter,FALSE
1183,17998,$3.67 ,Reliever,FALSE
1184,23667,$2.46 ,Batter,FALSE
1185,14387,A2,Batter,FALSE
1186,16403,A3,Batter,FALSE
1187,12828,A3,Reliever,FALSE
1188,11861,A2,Reliever,TRUE
1189,17192,A3,Reliever,FALSE
1190,10028,A2,Batter,FALSE
1191,12857,A4,Reliever,TRUE
1192,19403,A2,Reliever,FALSE
1193,16647,A2,Reliever,FALSE
1194,25385,A1,Starter,FALSE
1195,21483,A1,Starter,TRUE
1196,20036,A1,Batter,TRUE
1197,17452,A1,Batter,FALSE
1198,22458,A1,Batter,FALSE
1199,20418,A1,Starter,FALSE
1200,17897,A1,Reliever,FALSE
1201,22264,A1,Starter,FALSE
1202,19953,,Batter,FALSE
1203,19354,,Batter,FALSE
1204,20116,,Reliever,FALSE
1205,25679,,Reliever,FALSE
1206,21837,,Batter,FALSE
1207,23985,,Batter,FALSE
1208,22543,,Reliever,FALSE
1209,20536,,Batter,FALSE
1210,16401,A4,Starter,TRUE
1211,1782,,Batter,FALSE
1212,18454,,Reliever,FALSE
1213,23986,,Batter,FALSE
1214,22815,A1,Reliever,FALSE
1215,19859,,Batter,FALSE
1216,-1,,Reliever,FALSE
1217,11486,$23.00 ,Starter,FALSE
1218,13066,FA,Batter,FALSE
1219,12371,FA,Batter,FALSE
1220,513,$24.15 ,Starter,FALSE
1221,12552,$11.29 ,Batter,FALSE
1222,15491,$11.00 ,Batter,FALSE
1223,12532,FA,Batter,FALSE
1224,13896,FA,Starter,FALSE
1225,9256,FA,Batter,FALSE
1226,15467,$12.25 ,Starter,FALSE
1227,23697,$12.19 ,Batter,FALSE
1228,17982,A2,Batter,FALSE
1229,13892,A3,Reliever,FALSE
1230,19906,A3,Reliever,FALSE
1231,18042,$3.13 ,Batter,FALSE
1232,20373,$2.19 ,Reliever,FALSE
1233,1009376,FA,Batter,FALSE
1234,15046,FA,Reliever,FALSE
1235,22250,A1,Starter,TRUE
1236,25436,,Starter,FALSE
1237,21534,,Batter,FALSE
1238,22558,,Batter,FALSE
1239,25174,,Reliever,FALSE
1240,19960,,Batter,FALSE
1241,18054,A1,Batter,FALSE
1242,25756,,Starter,FALSE
1243,19330,,Reliever,FALSE
1244,19458,,Batter,FALSE
1245,16835,,Reliever,FALSE
1246,22932,,Reliever,FALSE
1247,25551,,Reliever,FALSE
1248,24597,,Batter,FALSE
1249,25505,,Batter,FALSE
1250,22176,,Reliever,FALSE
1251,17888,,Reliever,FALSE
1252,17170,,Reliever,FALSE
1253,22828,,Reliever,FALSE
1254,15145,A1,Reliever,FALSE
1255,20078,$7.00 ,Batter,FALSE
